Name,City,Cuisine Style,Ranking,Rating,Number of Reviews,Reviews_WD,Reviews
Chez Bouboule,Paris,"European, French, pizza",6289,4,58,"Very slow to get a drink but pretty nice b, 12/05/2016","Very slow to get a drink but pretty nice b,"
Matchan,Paris,"Japanese, Barbecue",6290,4,59,"A taste of Japan in Paris, If you want to, Good but expensive, 04/18/2016, 01/11/2016","A taste of Japan in Paris, If you want to, Good but expensive, "
Ying et Yang,Paris,"Chinese, Asian",6291,4,71,"Beautiful Chinese Food, Nice, small,family run Chinese eating plac, 05/03/2016, 04/12/2016","Beautiful Chinese Food, Nice, small,family run Chinese eating plac, "
Centre Ville,Paris,Vegetarian Friendly,6292,4,65,"A good lunch place, Good feeling, 07/15/2016, 04/30/2016","A good lunch place, Good feeling, "
Pizza momo,Paris,"Italian, Pizza",6293,35,184,"Food was just MEH, Good pizza, nice wine, 11/14/2017, 07/17/2017","Food was just MEH, Good pizza, nice wine, "
Carnet de Route,Paris,Chinese,6294,35,41,"75 / 10 🇨🇳, Amazing selection of Chinese food, 07/29/2017, 09/10/2017","75 / 10 🇨🇳, Amazing selection of Chinese food, "
Belushis,Paris,"American, Bar, Pub, International",6295,35,250,"Best burgers with slightly inattentive ser, OK for teenagers - friendly enough with st, 06/19/2017, 05/27/2017","Best burgers with slightly inattentive ser, OK for teenagers - friendly enough with st, "
Sancerre,Paris,"French, Wine Bar",6296,4,46,"Country-side local, from another era, wort, It doesnt get more simple, and personal i, 08/30/2017, 08/14/2017","Country-side local, from another era, wort, It doesnt get more simple, and personal i, "
A la Banane Ivoirienne,Paris,African,6297,4,49,"African dinner, Lovely Ivorian restaurant, 10/02/2017, 10/21/2016","African dinner, Lovely Ivorian restaurant, "
Suave,Paris,"Asian, Vietnamese",6299,35,68,"One of the best Vietnamese restaurant in P, Very good vietnamese, 06/01/2016, 01/01/2015","One of the best Vietnamese restaurant in P, Very good vietnamese, "
La Petite Rotonde,Paris,French,6301,35,66,"Paris Corner Gastro Pub Grub, Solid little spot, 07/25/2017, 01/10/2017","Paris Corner Gastro Pub Grub, Solid little spot, "
Grive,Paris,"French, Seafood, Healthy, Wine Bar",6303,45,7,"Attitude Positive, 12/19/2017","Attitude Positive,"
Yushan Fang,Paris,"European, French, pizza",6304,4,31,"Great Place, Taste like home, 07/24/2017, 09/14/2016","Great Place, Taste like home, "
Le Pop-Up du Label,Paris,"French, European",6305,4,66,"Perfect food and attendance, Great band, 07/03/2017, 12/04/2016","Perfect food and attendance, Great band, "
Bistrot Clara,Paris,"French, Wine Bar",6306,4,17,"Lovely friendly staff, good food, Cosy, 09/21/2016, 05/07/2016","Lovely friendly staff, good food, Cosy, "
Le Damas,Paris,Middle Eastern,6307,5,19,"just like in syria, The best Syrian and Lebanese restaurant in, 07/20/2016, 06/21/2013","just like in syria, The best Syrian and Lebanese restaurant in, "
Il Palazzo,Paris,"Italian, European, Pizza, Vegetarian Friendly, Kosher",6308,4,57,"Fair price for a fair meal, Too noisy and pizzas not interesting, 07/03/2017, 11/26/2017","Fair price for a fair meal, Too noisy and pizzas not interesting, "
La Perla,Paris,"Mexican, Latin, Central American, Vegetarian Friendly",6309,35,230,"Nice atmosphere OK food Expensive drin, Charming spot for a drink, Mexican style, 11/22/2017, 10/25/2017","Nice atmosphere OK food Expensive drin, Charming spot for a drink, Mexican style, "
Le Bistro du Parc,Paris,French,6310,45,22,"Outstanding, Proper parisian bistro, 01/11/2016, 11/15/2015","Outstanding, Proper parisian bistro, "
Bistrot du 9eme,Paris,"Bar, European, French",6312,35,129,"Good for all ages, Great Pasta Dishes accommodated with Delic, 07/30/2017, 05/24/2017","Good for all ages, Great Pasta Dishes accommodated with Delic, "
Apego,Paris,Fast Food,6314,45,23,"Perfect, Great spot for lunch, 01/19/2015, 03/28/2014","Perfect, Great spot for lunch, "
La maison du Sake,Paris,"Japanese, Asian, Fusion, Spanish",6315,35,80,"ERH, Great food but I still miss Sola, 10/19/2017, 03/09/2017","ERH, Great food but I still miss Sola, "
La Maison de la Mozzarella,Paris,Italian,6317,4,46,"That place complete Paris, 01/16/2015","That place complete Paris,"
Le Renoir,Paris,"French, European",6318,45,33,"Overrated, Cute and Cozy, 10/13/2017, 07/13/2016","Overrated, Cute and Cozy, "
Yamato Restaurant,Paris,Japanese,6319,45,27,"Best sushi in the area, very good sushi, 11/20/2017, 09/23/2016","Best sushi in the area, very good sushi, "
Le Gamin,Paris,"European, French, pizza",6320,45,15,"Great spot, Great whiskey & rum list, 11/28/2016, 08/27/2015","Great spot, Great whiskey & rum list, "
Ha Penny Bridge pub,Paris,"Irish, Bar, European",6321,5,38,"WONDERFUL BAR, great Irish pub in Paris, 08/25/2017, 08/14/2017","WONDERFUL BAR, great Irish pub in Paris, "
Assanabel,Paris,"Lebanese, Mediterranean, Middle Eastern",6322,45,50,"Very tasty and plentiful food, Great spot, 03/18/2017, 03/14/2017","Very tasty and plentiful food, Great spot, "
Le Barbes,Paris,French,6323,4,39,"Nice evening spent, Solid choice, right off the metro, 10/30/2016, 10/20/2016","Nice evening spent, Solid choice, right off the metro, "
Le Mercat,Paris,"European, French, pizza",6324,4,25,"Al fresco lunch - close to vegetarian, but, Unless you are really hungry, 10/24/2015, 10/04/2015","Al fresco lunch - close to vegetarian, but, Unless you are really hungry, "
La Seine Cafe,Paris,French,6325,4,26,"Lively, happening place for a drink near B, Beautiful Breakfast Boulevard de la Bastil, 12/12/2017, 10/27/2017","Lively, happening place for a drink near B, Beautiful Breakfast Boulevard de la Bastil, "
Fusion,Paris,Chinese,6326,45,16,"Parisienne Chinese Food? Who knew, Brilliant restuarant full of locals, 11/15/2017, 02/20/2017","Parisienne Chinese Food? Who knew, Brilliant restuarant full of locals, "
Le Gay lussac,Paris,"French, Bar, European, Pub, Delicatessen, Soups",6327,4,66,"Nice glass after Jardin Luxembourg, Great Beef, 09/02/2017, 08/11/2017","Nice glass after Jardin Luxembourg, Great Beef, "
village de linde,Paris,Indian,6328,4,37,"For Yummmmmmyyyfood, Excellent food but overpriced, 11/25/2017, 09/19/2017","For Yummmmmmyyyfood, Excellent food but overpriced, "
La Derniere Goutte,Paris,"European, French, pizza",6329,45,37,"Excellent Selection of Unusual WInes and S, When drinking wine in Paris : ), 11/06/2017, 06/28/2017","Excellent Selection of Unusual WInes and S, When drinking wine in Paris : ), "
La Pointe du Groin,Paris,"French, Bar",6332,35,190,"Unique experience, Breton tapas and oldies PORN , 01/07/2018, 10/04/2017","Unique experience, Breton tapas and oldies PORN , "
180,Paris,"French, European",6333,4,41,"Points for the View, Romantic, 08/16/2016, 08/05/2016","Points for the View, Romantic, "
Palais des Rajpout,Paris,Indian,6334,4,37,"nice food, pathetic and terrible restaurant, 11/06/2017, 11/05/2016","nice food, pathetic and terrible restaurant, "
Tandem,Paris,"European, French, pizza",6336,4,31,"Bad value, Tasty food, but expensive -- could find be, 04/15/2017, 05/16/2016","Bad value, Tasty food, but expensive -- could find be, "
Pause Sushi,Paris,Japanese,6337,45,13,"Very good sushi, 08/04/2017","Very good sushi,"
Khai Tri,Paris,Vietnamese,6338,4,45,"For Sandwich Lovers, My favorite, 03/02/2017, 10/05/2016","For Sandwich Lovers, My favorite, "
Le Magenta,Paris,"French, European, Bar, Pub",6339,4,83,"Close to Gara du Nord and great service an, Good food, 07/23/2017, 06/12/2017","Close to Gara du Nord and great service an, Good food, "
Lecailler de Lebeniste,Paris,Seafood,6340,4,64,"Fun, Interesting place, tasty see food, 06/27/2017, 10/13/2016","Fun, Interesting place, tasty see food, "
La Favorite,Paris,"French, American, Bar, European, Vegetarian Friendly",6341,35,542,"Parisian atmosphere, Bit pricey but interesting decor and good, 12/21/2017, 12/12/2017","Parisian atmosphere, Bit pricey but interesting decor and good, "
Cafe Le Victor Hugo,Paris,"French, Cafe, European, International",6342,35,208,"It was „ok“ , Dropped in her by chance, 11/13/2017, 09/07/2017","It was „ok“ , Dropped in her by chance, "
Michelangelo,Paris,"Italian, Pizza, European",6343,4,54,"Good and simple food, PIZZA AROUND THE CORNER, 04/14/2017, 02/01/2017","Good and simple food, PIZZA AROUND THE CORNER, "
Le Relais du 15eme Iran Cera,Paris,"Barbecue, Grill, Middle Eastern, Persian, French, Halal",6344,4,91,"Great Food, Glad we tried here, 01/05/2018, 11/26/2017","Great Food, Glad we tried here, "
Le Rajasthan,Paris,Indian,6345,4,43,"Nice food if you are looking for authentic, Good wholesome food Rightly spiced dishes, 09/06/2017, 06/17/2016","Nice food if you are looking for authentic, Good wholesome food Rightly spiced dishes, "
Le Bouquet de Grenelle,Paris,"French, European",6346,35,201,"Nice café, Nice food and ambience, 11/21/2017, 04/11/2017","Nice café, Nice food and ambience, "
Le Paradis des Amis,Paris,French,6347,45,9,"Menu du Jour, 11/10/2017","Menu du Jour,"
Isla Calaca,Paris,Mexican,6348,4,41,"Excellent, Above Any Mexican in Paris, Good but not what I expected, 07/19/2017, 04/28/2017","Excellent, Above Any Mexican in Paris, Good but not what I expected, "
Yooki Sushi Port Royal,Paris,Japanese,6349,45,13,"Excellent sushi, 08/07/2015","Excellent sushi,"
Chez Aldo Cafe,Paris,French,6350,35,60,"cheap, friendly, good service, Functional Good value for money, 01/06/2018, 07/15/2017","cheap, friendly, good service, Functional Good value for money, "
Au Vieux Cedre,Paris,"Lebanese, Mediterranean",6351,45,34,"Excellent Lebanese in Paris, Excellent for a light bite, 08/29/2017, 10/26/2016","Excellent Lebanese in Paris, Excellent for a light bite, "
Chez DO,Paris,"European, French, pizza",6352,45,17,"Local gem, Quick meal, 10/24/2017, 10/03/2016","Local gem, Quick meal, "
OUR Kebab Paradis,Paris,Turkish,6353,4,80,"Nice quick quality street food, 10/26/2017","Nice quick quality street food,"
Shi Xian Ju,Paris,"European, French, pizza",6354,45,19,"Good food, well priced, great service, Good japanese food, 01/08/2018, 08/15/2017","Good food, well priced, great service, Good japanese food, "
Com’ a la Maison,Paris,French,6355,45,10,"Great for a quiet weekday beer, The bright and cheerful neighborhood cafe, 11/05/2016, 10/22/2016","Great for a quiet weekday beer, The bright and cheerful neighborhood cafe, "
Maison Dong,Paris,"Chinese, Asian, Grill",6356,45,19,"Excellent Szechuan cuisine, Excellent reception and, 05/26/2017, 03/09/2017","Excellent Szechuan cuisine, Excellent reception and, "
Restaurant Le Balcon,Paris,"French, European",6357,35,217,"Dinner before the concert at the Paris Phi, Convenient for Concert-goers, 12/26/2017, 07/17/2017","Dinner before the concert at the Paris Phi, Convenient for Concert-goers, "
Hippopotamus,Paris,"French, Steakhouse, European, Grill",6358,35,148,"Great food great service, Best burger ever, 01/01/2018, 12/06/2017","Great food great service, Best burger ever, "
Les Oiseaux,Paris,"European, French, pizza",6359,4,12,"Lovely lunch, Good traditional Parisian cafe, 11/06/2017, 10/23/2017","Lovely lunch, Good traditional Parisian cafe, "
Cantine Volta,Paris,French,6360,5,9,"Fantastic restaurant for a great lunch in, Great place for a tasty lunch, 11/10/2017, 08/23/2016","Fantastic restaurant for a great lunch in, Great place for a tasty lunch, "
Le Quartier General,Paris,French,6361,4,12,"Very good, Not great, 11/10/2017, 09/09/2017","Very good, Not great, "
Le Bivouac,Paris,"European, French, pizza",6362,4,44,"Cozy, upscale, great service, Great room but awful restaurant, 12/18/2017, 01/26/2017","Cozy, upscale, great service, Great room but awful restaurant, "
Colonna,Paris,"Italian, Pizza, Mediterranean",6363,35,138,"Terrible service Worst pizza ever, Best Pizza Place ever, 05/30/2017, 11/10/2016","Terrible service Worst pizza ever, Best Pizza Place ever, "
Les Rotisseries du Roy,Paris,Delicatessen,6364,45,20,"Wish I could give 10 stars, Must Try , 12/23/2017, 12/14/2017","Wish I could give 10 stars, Must Try , "
Le Water Bar Colette,Paris,"French, Vegetarian Friendly",6365,4,69,"Lively cafe restaurant, Greatest Selection of Water in the world, 01/15/2017, 09/10/2016","Lively cafe restaurant, Greatest Selection of Water in the world, "
Le Moncey,Paris,"European, French, pizza",6366,4,34,"By far one of our best picks, Spot on for lunch, 10/18/2017, 09/03/2017","By far one of our best picks, Spot on for lunch, "
Les Voisins,Paris,French,6367,45,18,"Energetic locals tapas bar, 11/26/2016","Energetic locals tapas bar,"
FlirtThe,Paris,"European, French, pizza",6368,45,14,"Cosy, nice surprise, 10/08/2017, 10/01/2017","Cosy, nice surprise, "
Mamma Roma Francoeur,Paris,Vegetarian Friendly,6369,4,20,"Very tasty Pizzas ´al taglio, Great quick and tasty meal, 06/22/2017, 09/13/2017","Very tasty Pizzas ´al taglio, Great quick and tasty meal, "
Chez Sun,Paris,Thai,6370,35,66,"Fresh Food, Great Service, Central Locatio, Good Thai Food, 04/18/2017, 09/19/2016","Fresh Food, Great Service, Central Locatio, Good Thai Food, "
Les Marechaux,Paris,"European, French, pizza",6371,4,27,"Lovely seafood, surprising wine, Good food and good service, 10/14/2016, 10/14/2016","Lovely seafood, surprising wine, Good food and good service, "
Il Brigante,Paris,"Italian, Pizza",6372,35,299,"Not what it was, Delicious pizza, 07/18/2017, 04/03/2017","Not what it was, Delicious pizza, "
EsensAll,Paris,"French, European, Fusion",6373,45,317,"Fantastic, Excellent, 09/09/2017, 05/16/2017","Fantastic, Excellent, "
Mon Petit Poulet,Paris,"French, Grill",6374,4,21,"Extraordinaire, Excellent food, 03/20/2017, 12/11/2017","Extraordinaire, Excellent food, "
LElysee Saint Honore,Paris,"French, Mediterranean",6375,4,30,"Excellent location and food, A great addition at the corner Avenue Hoch, 11/04/2017, 07/05/2017","Excellent location and food, A great addition at the corner Avenue Hoch, "
Muqam Restaurant - Specialite Ouighoure,Paris,"Chinese, Xinjiang",6376,4,41,"Awsome and highly recommended, This brings back memories, 04/18/2017, 10/01/2016","Awsome and highly recommended, This brings back memories, "
Madame Mozzarella,Paris,Italian,6377,45,29,"Easy but Deep Sensual Delight, 12/06/2016","Easy but Deep Sensual Delight,"
La Cantine de Quentin,Paris,French,6378,45,7,"Classic alternative, 10/04/2017","Classic alternative,"
Linstant by le Paris,Paris,"French, Bar, Barbecue",6379,4,35,"Lovely place Fabulous View, Great restaurant with river view, 09/04/2017, 01/18/2017","Lovely place Fabulous View, Great restaurant with river view, "
The Freedom Pub,Paris,"British, Bar, Pub",6380,4,70,"Simple and satisfying, Great food, 04/11/2017, 10/17/2017","Simple and satisfying, Great food, "
Auberge Saint Augustin,Paris,"Moroccan, French, European, Middle Eastern",6381,4,59,"Friendly and affordable, Strictly neighborhood, 07/29/2017, 05/27/2017","Friendly and affordable, Strictly neighborhood, "
Le Regal de TiTi,Paris,French,6382,4,60,"Choice by default, 07/09/2016","Choice by default,"
Retro,Paris,French,6383,4,35,"Retro vibes, Nice place to have a tea & muffin, 05/17/2017, 01/21/2015","Retro vibes, Nice place to have a tea & muffin, "
Paul,Paris,"French, Cafe, European",6384,4,23,"Good for a Quick Bite, Quick bite, 12/06/2017, 02/03/2017","Good for a Quick Bite, Quick bite, "
La Chope de Corentin,Paris,French,6385,4,49,"Perfect Parisian meal for non-Parisians, A great lunch, 07/12/2017, 12/31/2016","Perfect Parisian meal for non-Parisians, A great lunch, "
Vietnam In Paris,Paris,"Vietnamese, Vegetarian Friendly, Vegan Options",6386,45,38,"Outstanding Food 🥘, A little piece of Vietnam Fully vegan, 01/04/2018, 12/15/2017","Outstanding Food 🥘, A little piece of Vietnam Fully vegan, "
Dochilak,Paris,"Asian, Korean, Vegetarian Friendly",6387,35,43,"Hoped for something better, 09/10/2017","Hoped for something better,"
Tan Lido,Paris,Vietnamese,6388,4,33,"Our favorite Vietnamese restaurant while i, 10/28/2016","Our favorite Vietnamese restaurant while i,"
La Chaumiere en lIle,Paris,"French, European",6390,35,283,"Cozy and Fun, and at a Nice Price, A nice meal in a cozy place, 12/27/2017, 12/18/2017","Cozy and Fun, and at a Nice Price, A nice meal in a cozy place, "
Chez Aline,Paris,"French, European",6391,4,19,"Good quality sandwich, Very good quality sandwich to take away, 07/23/2017, 02/14/2017","Good quality sandwich, Very good quality sandwich to take away, "
Brasserie Relais Madeleine 9 rue chevallier saint george,Paris,"French, Bar, European",6392,35,109,"Tyical, Had a great salad, 12/30/2017, 11/25/2017","Tyical, Had a great salad, "
La Table de Clichy,Paris,"European, French, pizza",6393,4,20,"Charming creolian restaurant with good foo, 01/29/2016",Charming creolian restaurant wit
Naoko Biot,Paris,Japanese,6394,35,43,"Best Japanese, 07/23/2013","Best Japanese,"
OBreizh,Paris,"French, Contemporary, Healthy, Seafood, Vegan Options",6396,4,80,"Best Sardine Galette in Paris, Great pub for after the theatre, 09/22/2017, 06/28/2017","Best Sardine Galette in Paris, Great pub for after the theatre, "
Les 3 Garcons,Paris,"French, European",6397,35,226,"Birthday Lunch, Enjoy it, 11/11/2017, 10/17/2016","Birthday Lunch, Enjoy it, "
Le Rouge et le Verre,Paris,Wine Bar,6398,35,46,"A hidden gem, Lovely food and service, 07/12/2017, 04/14/2017","A hidden gem, Lovely food and service, "
Chez Kelly,Paris,"French, European",6399,35,161,"Good price in the centre, Good food and service, 08/09/2017, 07/23/2017","Good price in the centre, Good food and service, "
Le Tambour Darcole,Paris,"French, Bar, European",6400,35,152,"Notre Dame break, Large menu, lots of options, 08/16/2017, 07/25/2017","Notre Dame break, Large menu, lots of options, "
Berts,Paris,"French, Cafe",6401,4,64,"Cafeteria style, sandwiches to your tastes, 04/07/2017, 03/23/2017","Cafeteria style, sandwiches to your tastes, "
La Ptite Charonne,Paris,"French, Bar",6402,4,11,"Excellent brunch, 10/02/2017","Excellent brunch,"
Cafe Canaille,Paris,"French, Bar, Cafe, European",6403,4,158,"Amazing snails and frogs legs, Great food, excellent service, 01/04/2018, 05/15/2017","Amazing snails and frogs legs, Great food, excellent service, "
Yoshida,Paris,Japanese,6404,45,28,"Great meat on a stick, Good take-away sushi, 03/13/2017, 06/06/2016","Great meat on a stick, Good take-away sushi, "
Le Pavillon,Paris,"French, European",6406,4,72,"Inconsistent, Nice pub tasty restaurant great service, 10/30/2017, 01/08/2017","Inconsistent, Nice pub tasty restaurant great service, "
KAZ BAR,Paris,"French, Brew Pub, Diner, Wine Bar, Steakhouse",6407,45,12,"Yum African curry, Lovely little find, 05/20/2016, 07/24/2013","Yum African curry, Lovely little find, "
Le Bar Du Caveau,Paris,"French, European",6408,35,23,"Quiet Breakfast on the Square, Great food, great service, 03/24/2017, 10/05/2017","Quiet Breakfast on the Square, Great food, great service, "
Mugler Follies,Paris,"French, Gastropub",6409,45,68,"Great night to remember, A quite nice, surreal experience, 11/27/2016, 03/03/2015","Great night to remember, A quite nice, surreal experience, "
Little Barcelona,Paris,"Spanish, European",6410,4,39,"Good food, helpful staff, A Welcomed change, 07/18/2017, 02/23/2017","Good food, helpful staff, A Welcomed change, "
LAccent Corse,Paris,"European, French, pizza",6413,35,115,"Charming neighbourhood restaurant full wit, Friendly, 11/24/2016, 11/28/2013","Charming neighbourhood restaurant full wit, Friendly, "
Le Florentin,Paris,"French, European, Vegetarian Friendly",6414,35,118,"Homemade french food, great for a short st, Cozy little local restaurant, 12/16/2017, 12/07/2017","Homemade french food, great for a short st, Cozy little local restaurant, "
Nikko,Paris,Japanese,6415,4,29,"Excellent sushi to take away, Good value sushi in central Paris, 10/09/2017, 09/14/2016","Excellent sushi to take away, Good value sushi in central Paris, "
Le Monte Carlo,Paris,"French, Bar, Pub, Wine Bar, Gastropub",6417,4,31,"Lunch, Excellent for lunch/brunch, 06/12/2017, 07/02/2016","Lunch, Excellent for lunch/brunch, "
Cafe Drouot,Paris,French,6418,4,42,"Nice restaurant to dinner in Paris, Bad staff, 02/18/2017, 11/20/2017","Nice restaurant to dinner in Paris, Bad staff, "
Le Rouergue,Paris,French,6419,35,73,"A very nice neighborhood resturant, Reliable Brasseirie Aug 2017, 12/18/2017, 11/07/2017","A very nice neighborhood resturant, Reliable Brasseirie Aug 2017, "
Les Byzantins,Paris,Greek,6420,45,26,"The Food is fresh and hospitality is the b, 06/29/2016","The Food is fresh and hospitality is the b,"
Saint Cirgues,Paris,"French, European",6422,4,84,"great place, Fab Find, 09/13/2016, 09/09/2016","great place, Fab Find, "
Bar De La Place Edith Piaf,Paris,French,6423,45,15,"Popular bar with the locals and very auth, Great homage to Edith Piaf, 07/12/2017, 12/14/2016","Popular bar with the locals and very auth, Great homage to Edith Piaf, "
Amelie Melo,Paris,International,6424,45,36,"We love this place, Food is okay, coffee overpriced, but its, 06/17/2015, 05/25/2015","We love this place, Food is okay, coffee overpriced, but its, "
Ginette de la Cote dAzur,Paris,"French, European",6425,4,105,"very good, Yummy, 02/11/2017, 12/23/2016","very good, Yummy, "
La Grande Epicerie,Paris,"European, French, pizza",6426,45,8,"Fine and tasteful, most spectacular collection of any food yo, 11/07/2017, 10/14/2017","Fine and tasteful, most spectacular collection of any food yo, "
Dukes Bar,Paris,"European, French, pizza",6427,4,23,"Very nice and cosy, Nice quiet place for a drink, 05/11/2017, 05/02/2017","Very nice and cosy, Nice quiet place for a drink, "
Les Fondus de la Raclette Jules Joffrin,Paris,"French, Swiss, European",6428,35,251,"Hot & good, Magnifique, 09/15/2017, 11/12/2017","Hot & good, Magnifique, "
Chez Felicien la Brasserie du Coin,Paris,"French, European",6429,4,38,"Nothing interesting, Average food, 11/11/2017, 07/25/2017","Nothing interesting, Average food, "
Il Tavoliere,Paris,"Italian, European, Pizza",6430,4,68,"Nice place, A nice surprice, 06/26/2015, 05/22/2015","Nice place, A nice surprice, "
Dr Juice,Paris,"European, French, pizza",6431,45,9,"Quick bite to eat, 10/30/2016","Quick bite to eat,"
Les Orientalistes,Paris,"French, Mediterranean, European",6432,4,174,"Good restaurant, Good service and beautiful presentation bu, 01/29/2017, 10/11/2017","Good restaurant, Good service and beautiful presentation bu, "
Couscous des Batignolles,Paris,"Mediterranean, Tunisian",6433,4,24,"Patrick, Wonderful, 04/09/2017, 01/05/2014","Patrick, Wonderful, "
Escale a Saigon,Paris,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options",6434,4,75,"Excellent Vietnamese cuisine We were just, Yes, Im Vietnamese and authentic taste is, 04/27/2017, 09/29/2016","Excellent Vietnamese cuisine We were just, Yes, Im Vietnamese and authentic taste is, "
Damie,Paris,"Asian, Korean",6435,45,25,"Tasty and good value Korean cuisine, Good Korean food, 10/12/2017, 02/27/2016","Tasty and good value Korean cuisine, Good Korean food, "
Le Ptit Hugo,Paris,French,6437,4,63,"Get the crepes, Enjoyable meal out, 06/03/2016, 04/02/2016","Get the crepes, Enjoyable meal out, "
Hotel LAmi Justin Restaurant,Paris,"European, French, pizza",6438,35,34,"A little gem of a bistro, Good place to break before or after Pere L, 09/29/2017, 04/13/2017","A little gem of a bistro, Good place to break before or after Pere L, "
Latelier B,Paris,American,6439,4,49,"Tasty burgers and delightful desserts, Not so bad Fella, 03/16/2017, 02/18/2017","Tasty burgers and delightful desserts, Not so bad Fella, "
Kapunka Montparnasse,Paris,Vegetarian Friendly,6440,4,19,"Very good casual Thai on interesting Paris, 07/28/2017",Very good casual Thai on interes
Yuvraj,Paris,Indian,6441,4,40,"Excellent, Excellent, 10/15/2017, 01/10/2017","Excellent, Excellent, "
Au Pere Tranquille,Paris,"French, Bar, Cafe, European",6442,35,350,"Better on the first floor - but slow servi, Good snack - not so good cocktail, 10/07/2017, 06/03/2017","Better on the first floor - but slow servi, Good snack - not so good cocktail, "
Sushi fuji,Paris,"Japanese, Sushi",6444,35,44,"Enough food for two, Great place, 01/07/2018, 02/12/2017","Enough food for two, Great place, "
Cafe Le Triomphe,Paris,"French, European, Brew Pub, Bar",6446,4,79,"Good place to crash and have some snacks a, Slowest service EVER, 04/20/2017, 10/02/2017","Good place to crash and have some snacks a, Slowest service EVER, "
La Fusee,Paris,"European, French, pizza",6448,4,48,"Cosy Bohemian feel about the place, Service to forget, 11/01/2017, 02/19/2017","Cosy Bohemian feel about the place, Service to forget, "
Bubble T Paris,Paris,"Chinese, Asian, Taiwanese, French",6449,45,19,"Nice bubble tea, Best tea, 12/20/2017, 03/09/2017","Nice bubble tea, Best tea, "
Cojean Raspail,Paris,"French, European, Healthy, Fast Food, Soups, Vegetarian Friendly, Vegan Options",6450,4,53,"Nice little restaurant, Perfect snack stop, 06/03/2017, 05/25/2017","Nice little restaurant, Perfect snack stop, "
Il Teatro,Paris,"Italian, Pizza, European, Mediterranean, Vegetarian Friendly",6451,35,135,"good pizza, So good we went there twice, 11/16/2017, 08/30/2017","good pizza, So good we went there twice, "
Noon Chaussee-dAntin,Paris,"European, French, pizza",6452,4,14,"Great lunch stop, 02/03/2016","Great lunch stop,"
Noodle bar,Paris,Asian,6453,4,54,"Just like the Shanghai I remember, Excellent, 07/14/2017, 05/19/2017","Just like the Shanghai I remember, Excellent, "
La Patisserie Cyril Lignac,Paris,"European, French, pizza",6454,4,30,"An excellent pastry chef, 03/27/2017","An excellent pastry chef,"
Cote Asie,Paris,Vietnamese,6455,4,46,"Flavorful , Great Surprise, 04/09/2017, 12/09/2017","Flavorful , Great Surprise, "
Le Bistro dEdgar,Paris,"French, Bar, European, Pub",6456,4,109,"Great burgers, Wonderful, 06/12/2017, 07/29/2017","Great burgers, Wonderful, "
Used Book Cafe,Paris,"European, French, pizza",6457,4,18,"Great service and food; Entertainingly pre, Refined and right, 03/06/2017, 03/03/2017","Great service and food; Entertainingly pre, Refined and right, "
La Mamma,Paris,"Italian, Pizza",6458,4,161,"Nice quiet italian- very friendly, Super, 08/23/2017, 10/21/2017","Nice quiet italian- very friendly, Super, "
OKIRAMA,Paris,"Japanese, Sushi",6459,4,41,"Best Japanese food Ive eaten, Good sushi, good value, 10/01/2017, 09/14/2016","Best Japanese food Ive eaten, Good sushi, good value, "
La Dona,Paris,Mexican,6460,4,35,"Great chicken tacos and guac, They are not reliable, 02/08/2017, 09/23/2017","Great chicken tacos and guac, They are not reliable, "
Le Cafe du Commerce,Paris,"French, Bar, European",6463,35,96,"Food and service was good Staff friendly, Get a local taste, 06/16/2017, 01/28/2017","Food and service was good Staff friendly, Get a local taste, "
Yard,Paris,"French, European",6464,35,102,"Overpriced and terrible, Lovely place, 10/10/2017, 08/28/2017","Overpriced and terrible, Lovely place, "
Osaka,Paris,"European, French, pizza",6465,4,21,"All you can eat Japanese joint in Paris, g, 11/02/2017","All you can eat Japanese joint in Paris, g,"
Ciro,Paris,"Italian, Mediterranean, European",6466,35,82,"Très convenable, Pizza, 11/04/2017, 08/31/2017","Très convenable, Pizza, "
La Charlotte de lIsle,Paris,French,6467,4,59,"Afternoon Tea, Tea Time, 06/01/2017, 11/23/2017","Afternoon Tea, Tea Time, "
Canton Hong Kong Festin de Chine,Paris,Chinese,6468,4,25,"Authentic Chinese food, Great, 06/30/2017, 05/30/2017","Authentic Chinese food, Great, "
Chez Georges,Paris,"European, French, pizza",6469,45,18,"Good quality - right price, 09/27/2015","Good quality - right price,"
Kawaii Cafe,Paris,"European, French, pizza",6470,5,8,"A cozy intimate atmosphere for J-Pop cultu, 05/10/2017",A cozy intimate atmosphere for J
Le Petit Flottes,Paris,"French, European",6471,4,36,"Awesome Sidewalk Cafe, Nice for lunch, 06/18/2017, 05/17/2017","Awesome Sidewalk Cafe, Nice for lunch, "
Le Bistrot de Sud-Ouest a Paris,Paris,French,6473,4,114,"Restaurant now closed?, If you like duck, 11/20/2016, 10/12/2016","Restaurant now closed?, If you like duck, "
La Porte Didot,Paris,"French, Bar, Pub",6474,35,63,"A Friendly Spot, A cut above the other brasseries, 11/07/2017, 05/30/2017","A Friendly Spot, A cut above the other brasseries, "
Thym-thym galettes traditionnelles libanaises,Paris,"Lebanese, Middle Eastern, Mediterranean",6475,4,29,"Decent crepes, Big portions and cheap eats, but can be hi, 06/27/2017, 05/04/2017","Decent crepes, Big portions and cheap eats, but can be hi, "
